cores_normalized,threads_normalized,frequency_normalized,boost_frequency_normalized,cache_normalized,lithography_normalized,tdp_normalized
0.197,0.395,0.703,0.234,0.435,0.849,0.969
0.058,0.811,0.312,0.697,0.76,0.458,0.179
0.778,0.254,0.232,0.21,0.774,0.437,0.828
0.024,0.74,0.093,0.685,0.789,0.692,0.88
0.701,0.467,0.762,0.663,0.182,0.096,0.353
0.963,0.897,0.148,0.466,0.219,0.243,0.728
0.357,0.487,0.859,0.3,0.543,0.053,0.283
0.468,0.512,0.434,0.771,0.321,0.808,0.636
0.507,0.835,0.272,0.505,0.452,0.227,0.231
0.672,0.322,0.304,0.49,0.389,0.942,0.947
0.811,0.443,0.609,0.712,0.391,0.506,0.598
0.056,0.293,0.05,0.906,0.46,0.97,0.26
0.837,0.394,0.754,0.391,0.458,0.504,0.566
0.282,0.539,0.279,0.351,0.792,0.486,0.713
0.705,0.691,0.294,0.566,0.364,0.891,0.455
0.372,0.619,0.572,0.387,0.88,0.23,0.047
0.323,0.73,0.908,0.937,0.931,0.295,0.639
0.597,0.492,0.928,0.329,0.509,0.875,0.781
0.437,0.156,0.677,0.02,0.444,0.704,0.012
0.129,0.316,0.645,0.151,0.433,0.686,0.055
0.882,0.041,0.72,0.371,0.576,0.054,0.436
0.008,0.028,0.224,0.266,0.715,0.482,0.225
0.18,0.283,0.487,0.407,0.271,0.964,0.474
0.649,0.691,0.343,0.437,0.054,0.128,0.905
0.336,0.173,0.398,0.358,0.591,0.452,0.234
0.07,0.984,0.754,0.534,0.905,0.634,0.832
0.834,0.68,0.425,0.244,0.145,0.523,0.472
0.603,0.572,0.014,0.853,0.59,0.669,0.588
0.255,0.016,0.425,0.765,0.007,0.179,0.157
0.304,0.523,0.241,0.688,0.024,0.609,0.222
0.44,0.035,0.889,0.808,0.782,0.064,0.292
0.435,0.625,0.873,0.801,0.119,0.048,0.156
0.457,0.743,0.751,0.913,0.207,0.28,0.891
0.11,0.223,0.336,0.829,0.585,0.674,0.678
0.795,0.402,0.894,0.688,0.892,0.398,0.562
0.232,0.243,0.465,0.627,0.827,0.875,0.088
0.515,0.523,0.971,0.61,0.302,0.803,0.471
0.293,0.032,0.351,0.67,0.737,0.463,0.627
0.32,0.732,0.232,0.367,0.938,0.008,0.74
0.635,0.201,0.579,0.722,0.175,0.565,0.117
0.273,0.955,0.714,0.353,0.85,0.068,0.401
0.349,0.205,0.757,0.161,0.871,0.277,0.21
0.205,0.528,0.14,0.53,0.617,0.52,0.472
0.436,0.999,0.276,0.55,0.844,0.378,0.347
0.298,0.899,0.361,0.48,0.54,0.455,0.311
0.63,0.166,0.54,0.812,0.355,0.037,0.008
0.211,0.032,0.464,0.65,0.703,0.333,0.058
0.39,0.723,0.102,0.556,0.858,0.808,0.497
0.511,0.86,0.317,0.511,0.977,0.617,0.547
0.658,0.726,0.302,0.241,0.666,0.806,0.647
0.535,0.784,0.431,0.953,0.902,0.042,0.182
0.051,0.791,0.899,0.903,0.905,0.628,0.567
0.176,0.348,0.604,0.264,0.117,0.559,0.251
0.388,0.792,0.128,0.032,0.92,0.653,0.015
0.302,0.864,0.371,0.975,0.785,0.431,0.571
0.383,0.824,0.309,0.465,0.372,0.021,0.289
0.162,0.084,0.841,0.849,0.185,0.959,0.506
0.887,0.695,0.951,0.261,0.822,0.472,0.852
0.516,0.43,0.703,0.538,0.575,0.412,0.696
0.727,0.358,0.773,0.771,0.515,0.865,0.5
0.907,0.544,0.343,0.332,0.668,0.197,0.435
0.442,0.44,0.476,0.538,0.25,0.572,0.258
0.37,0.119,0.597,0.023,0.524,0.404,0.255
0.86,0.904,0.607,0.289,0.197,0.804,0.29
0.652,0.534,0.609,0.5,0.351,0.569,0.529
0.331,0.614,0.608,0.699,0.411,0.206,0.778
0.325,0.777,0.031,0.848,0.438,0.974,0.713
0.452,0.69,0.237,0.436,0.93,0.057,0.574
0.46,0.614,0.377,0.448,0.248,0.146,0.803
0.046,0.003,0.308,0.761,0.494,0.742,0.944
0.971,0.974,0.209,0.358,0.865,0.853,0.385
0.141,0.304,0.382,0.605,0.003,0.28,0.533
0.006,0.702,0.061,0.024,0.685,0.732,0.308
0.387,0.536,0.624,0.548,0.19,0.197,0.839
0.419,0.152,0.873,0.532,0.565,0.242,0.207
0.294,0.46,0.532,0.356,0.359,0.475,0.549
0.242,0.57,0.17,0.505,0.411,0.567,0.22
0.519,0.341,0.141,0.353,0.078,0.286,0.006
0.498,0.75,0.166,0.893,0.471,0.586,0.108
0.091,0.787,0.467,0.008,0.016,0.522,0.709
0.786,0.078,0.547,0.704,0.029,0.841,0.388
0.57,0.767,0.631,0.255,0.242,0.839,0.2
0.966,0.775,0.395,0.331,0.14,0.587,0.855
0.127,0.199,0.664,0.876,0.627,0.662,0.211
0.771,0.744,0.998,0.797,0.723,0.906,0.248
0.589,0.674,0.537,0.135,0.373,0.322,0.99
0.118,0.952,0.659,0.165,0.539,0.405,0.765
0.327,0.452,0.454,0.417,0.301,0.961,0.602
0.861,0.286,0.355,0.527,0.394,0.126,0.244
0.222,0.594,0.392,0.955,0.095,0.138,0.819
0.199,0.911,0.964,0.255,0.443,0.047,0.495
0.41,0.01,0.11,0.049,0.149,0.863,0.202
0.141,0.266,0.894,0.048,0.235,0.004,0.96
0.96,0.868,0.699,0.7,0.886,0.35,0.235
0.353,0.941,0.293,0.626,0.239,0.419,0.047
0.854,0.127,0.886,0.315,0.762,0.883,0.968
0.935,0.688,0.6,0.562,0.046,0.96,0.235
0.981,0.546,0.94,0.497,0.363,0.139,0.311
0.713,0.816,0.402,0.246,0.081,0.882,0.785
0.678,0.794,0.183,0.444,0.854,0.9,0.051
0.54,0.329,0.362,0.921,0.874,0.63,0.307
0.648,0.793,0.348,0.122,0.835,0.271,0.23
0.845,0.656,0.983,0.891,0.119,0.828,0.565
0.211,0.47,0.458,0.592,0.76,0.6,0.829
0.986,0.717,0.882,0.132,0.126,0.21,0.252
0.544,0.957,0.954,0.396,0.295,0.909,0.572
0.081,0.751,0.365,0.449,0.903,0.024,0.219
0.553,0.864,0.247,0.769,0.547,0.467,0.45
0.131,0.779,0.471,0.757,0.643,0.287,0.295
0.92,0.093,0.718,0.253,0.286,0.247,0.893
0.806,0.935,0.918,0.226,0.669,0.714,0.496
0.206,0.5,0.96,0.834,0.895,0.334,0.026
0.029,0.466,0.22,0.303,0.232,0.405,0.392
0.42,0.778,0.427,0.133,0.024,0.482,0.913
0.352,0.014,0.946,0.074,0.034,0.016,0.362
0.194,0.81,0.419,0.036,0.788,0.743,0.511
0.084,0.778,0.305,0.194,0.776,0.392,0.714
0.32,0.393,0.42,0.583,0.16,0.445,0.475
0.257,0.427,0.786,0.22,0.663,0.382,0.946
0.582,0.258,0.489,0.995,0.005,0.235,0.495
0.247,0.143,0.689,0.965,0.711,0.228,0.635
0.605,0.104,0.291,0.275,0.583,0.721,0.627
0.593,0.553,0.319,0.131,0.454,0.835,0.723
0.513,0.012,0.049,0.953,0.209,0.534,0.13
0.834,0.364,0.269,0.515,0.687,0.071,0.211
0.951,0.311,0.16,0.233,0.206,0.725,0.94
0.584,0.548,0.349,0.915,0.52,0.963,0.055
0.534,0.99,0.8,0.251,0.292,0.494,0.497
0.564,0.683,0.555,0.211,0.966,0.872,0.32
0.18,0.473,0.67,0.398,0.939,0.493,0.181
0.53,0.602,0.846,0.886,0.258,0.043,0.627
0.098,0.303,0.624,0.084,0.075,0.434,0.421
0.253,0.329,0.488,0.709,0.841,0.564,0.874
0.954,0.523,0.012,0.868,0.598,0.42,0.1
0.806,0.323,0.789,0.475,0.748,0.871,0.545
0.602,0.762,0.298,0.723,0.558,0.025,0.683
0.414,0.11,0.548,0.487,0.056,0.031,0.96
0.36,0.755,0.438,0.213,0.023,0.171,0.042
0.335,0.196,0.114,0.278,0.482,0.413,0.426
0.227,0.81,0.153,0.175,0.054,0.783,0.349
0.127,0.855,0.053,0.261,0.526,0.087,0.677
0.662,0.278,0.828,0.415,0.932,0.362,0.686
0.794,0.651,0.42,0.185,0.886,0.001,0.261
0.414,0.812,0.138,0.116,0.215,0.061,0.886
0.861,0.713,0.796,0.014,0.084,0.777,0.453
0.948,0.75,0.92,0.102,0.415,0.909,0.665
0.612,0.967,0.072,0.174,0.361,0.446,0.989
0.875,0.626,0.737,0.657,0.39,0.055,0.051
0.036,0.271,0.827,0.793,0.073,0.074,0.19
0.325,0.595,0.462,0.683,0.705,0.184,0.022
0.123,0.366,0.597,0.944,0.409,0.459,0.156
0.131,0.819,0.394,0.593,0.033,0.487,0.891
0.491,0.436,0.815,0.368,0.259,0.723,0.631
0.417,0.142,0.188,0.237,0.811,0.078,0.567
0.194,0.44,0.615,0.375,0.244,0.964,0.993
0.041,0.405,0.658,0.741,0.251,0.448,0.12
0.996,0.736,0.691,0.511,0.959,0.773,0.14
0.214,0.115,0.709,0.185,0.453,0.494,0.883
0.293,0.143,0.058,0.583,0.974,0.98,0.141
0.812,0.561,0.914,0.577,0.366,0.298,0.51
0.494,0.342,0.063,0.368,0.401,0.273,0.907
0.868,0.482,0.639,0.119,0.693,0.274,0.073
0.561,0.192,0.679,0.374,0.283,0.833,0.119
0.475,0.242,0.888,0.924,0.783,0.098,0.869
0.251,0.178,0.01,0.528,0.639,0.028,0.065
0.745,0.191,0.052,0.032,0.677,0.566,0.955
0.498,0.788,0.964,0.163,0.389,0.217,0.971
0.073,0.009,0.374,0.5,0.459,0.315,0.819
0.647,0.277,0.995,0.229,0.7,0.21,0.599
0.555,0.875,0.39,0.477,0.109,0.629,0.992
0.213,0.304,0.162,0.544,0.384,0.223,0.322
0.572,0.431,0.142,0.405,0.816,0.764,0.198
0.459,0.907,0.168,0.025,0.153,0.745,0.537
0.925,0.881,0.906,0.275,0.573,0.934,0.753
0.484,0.767,0.535,0.635,0.491,0.344,0.395
0.101,0.302,0.254,0.836,0.081,0.207,0.438
0.15,0.05,0.723,0.057,0.734,0.233,0.52
0.545,0.753,0.684,0.461,0.068,0.087,0.789
0.4,0.351,0.271,0.194,0.585,0.942,0.686
0.613,0.648,0.12,0.862,0.437,0.589,0.204
0.352,0.584,0.128,0.527,0.182,0.78,0.31
0.68,0.657,0.953,0.841,0.214,0.158,0.46
0.885,0.044,0.935,0.14,0.222,0.23,0.374
0.772,0.04,0.947,0.26,0.15,0.77,0.234
0.296,0.083,0.095,0.408,0.972,0.299,0.31
0.561,0.038,0.767,0.453,0.52,0.113,0.372
0.509,0.591,0.655,0.461,0.742,0.014,0.777
0.562,0.837,0.816,0.52,0.082,0.961,0.875
0.469,0.182,0.88,0.683,0.977,0.428,0.297
0.287,0.854,0.108,0.672,0.617,0.956,0.529
0.253,0.83,0.634,0.934,0.325,0.41,0.791
0.648,0.823,0.328,0.777,0.399,0.751,0.149
0.838,0.992,0.79,0.324,0.355,0.799,0.352
0.638,0.077,0.677,0.562,0.491,0.202,0.826
0.71,0.904,0.308,0.166,0.969,0.282,0.095
0.647,0.491,0.56,0.285,0.484,0.968,0.354
0.941,0.434,0.953,0.306,0.763,0.598,0.091
0.28,0.018,0.303,0.402,0.96,0.931,0.465
0.638,0.006,0.741,0.997,0.291,0.936,0.582
0.957,0.341,0.212,0.702,0.962,0.413,0.239
0.813,0.072,0.775,0.818,0.28,0.476,0.515
0.969,0.887,0.831,0.344,0.127,0.903,0.24
0.456,0.185,0.425,0.076,0.547,0.864,0.649
0.093,0.598,0.802,0.305,0.466,0.516,0.261
0.451,0.837,0.249,0.261,0.075,0.137,0.472
0.52,0.653,0.844,0.352,0.275,0.45,0.488
0.676,0.242,0.318,0.311,0.793,0.89,0.461
0.393,0.358,0.677,0.595,0.133,0.341,0.188
0.078,0.44,0.883,0.919,0.377,0.292,0.676
0.095,0.589,0.321,0.825,0.72,0.477,0.813
0.667,0.47,0.228,0.664,0.624,0.975,0.666
0.703,0.5,0.527,0.883,0.397,0.267,0.054
0.421,0.122,0.659,0.942,0.093,0.342,0.283
0.808,0.888,0.944,0.775,0.935,0.849,0.866
0.583,0.415,0.223,0.899,0.15,0.792,0.287
0.256,0.409,0.041,0.539,0.424,0.924,0.944
0.991,0.89,0.666,0.379,0.46,0.91,0.051
0.213,0.789,0.375,0.562,0.419,0.356,0.234
0.875,0.588,0.267,0.549,0.988,0.837,0.823
0.46,0.805,0.369,0.532,0.616,0.166,0.887
0.444,0.476,0.871,0.823,0.579,0.298,0.427
0.613,0.622,0.745,0.359,0.782,0.441,0.512
0.62,0.792,0.262,0.025,0.008,0.155,0.512
0.244,0.749,0.198,0.583,0.402,0.855,0.86
0.626,0.225,0.557,0.716,0.985,0.39,0.622
0.143,0.169,0.945,0.35,0.472,0.907,0.914
0.608,0.537,0.672,0.502,0.17,0.318,0.372
0.483,0.367,0.363,0.862,0.965,0.095,0.626
0.446,0.659,0.872,0.564,0.921,0.674,0.223
0.889,0.967,0.565,0.98,0.359,0.029,0.934
0.796,0.522,0.959,0.745,0.75,0.001,0.075
0.099,0.449,0.508,0.219,0.328,0.886,0.447
0.021,0.75,0.52,0.656,0.509,0.646,0.131
0.843,0.805,0.771,0.882,0.11,0.492,0.637
0.938,0.741,0.201,0.891,0.747,0.435,0.693
0.197,0.342,0.346,0.386,0.641,0.418,0.469
0.104,0.247,0.33,0.151,0.814,0.579,0.965
0.654,0.602,0.363,0.05,0.653,0.815,0.783
0.718,0.878,0.812,0.499,0.133,0.952,0.128
0.59,0.373,0.161,0.737,0.4,0.626,0.852
0.344,0.834,0.101,0.26,0.087,0.902,0.905
0.875,0.785,0.921,0.231,0.426,0.497,0.215
0.181,0.503,0.742,0.883,0.131,0.928,0.516
0.886,0.782,0.127,0.729,0.752,0.825,0.636
0.743,0.748,0.192,0.74,0.017,0.963,0.895
0.293,0.23,0.517,0.17,0.939,0.786,0.315
0.158,0.222,0.414,0.849,0.088,0.22,0.541
0.847,0.052,0.532,0.883,0.359,0.735,0.579
0.169,0.011,0.482,0.206,0.372,0.151,0.704
0.982,0.903,0.686,0.174,0.006,0.742,0.763
0.273,0.915,0.981,0.868,0.132,0.265,0.949
0.568,0.938,0.136,0.653,0.327,0.903,0.948
0.163,0.921,0.707,0.767,0.146,0.984,0.087
0.657,0.402,0.572,0.172,0.545,0.41,0.17
0.541,0.183,0.13,0.868,0.849,0.575,0.272
0.443,0.257,0.48,0.383,0.342,0.61,0.071
0.382,0.306,0.319,0.405,0.82,0.14,0.238
0.329,0.714,0.67,0.126,0.429,0.881,0.858
0.412,0.293,0.575,0.049,0.276,0.647,0.79
0.594,0.276,0.817,0.107,0.533,0.561,0.34
0.405,0.055,0.45,0.465,0.116,0.044,0.915
0.412,0.084,0.882,0.714,0.576,0.913,0.978
0.595,0.689,0.047,0.555,0.462,0.774,0.873
0.013,0.829,0.7,0.314,0.814,0.376,0.85
0.835,0.742,0.836,0.683,0.635,0.166,0.94
0.581,0.256,0.223,0.136,0.008,0.502,0.531
0.083,0.061,0.557,0.67,0.757,0.296,0.222
0.244,0.259,0.809,0.559,0.698,0.184,0.087
0.845,0.968,0.583,0.086,0.115,0.22,0.262
0.361,0.384,0.01,0.59,0.363,0.268,0.122
0.186,0.153,0.705,0.386,0.787,0.452,0.945
0.855,0.506,0.612,0.068,0.787,0.599,0.413
0.463,0.06,0.941,0.866,0.791,0.495,0.57
0.393,0.426,0.05,0.765,0.796,0.726,0.881
0.262,0,0.652,0.72,0.626,0.538,0.322
0.404,0.555,0.631,0.419,0.841,0.852,0.51
0.215,0.32,0.509,0.123,0.285,0.572,0.132
0.506,0.963,0.589,0.985,0.267,0.625,0.197
0.479,0.299,0.537,0.902,0.434,0.422,0.941
0.788,0.316,0.157,0.244,0.93,0.358,0.663
0.374,0.725,0.742,0.533,0.184,0.387,0.24
0.526,0.509,0.847,0.595,0.271,0.443,0.416
0.327,0.122,0.606,0.849,0.874,0.767,0.454
0.754,0.513,0.05,0.136,0.203,0.927,0.229
0.066,0.574,0.526,0.65,0.164,0.059,0.954
0.479,0.28,0.152,0.405,0.205,0.009,0.53
0.721,0.365,0.508,0.668,0.649,0.902,0.527
0.75,0.096,0.362,0.698,0.203,0.962,0.018
0.512,0.988,0.072,0.026,0.664,0.027,0.378
0.83,0.513,0.057,0.429,0.303,0.647,0.947
0.125,0.94,0.763,0.969,0.835,0.758,0.297
0.045,0.85,0.996,0.574,0.997,0.296,0.305
0.393,0.524,0.508,0.302,0.485,0.001,0.572
0.094,0.605,0.411,0.452,0.705,0.967,0.159
0.652,0.973,0.97,0.828,0.438,0.893,0.617
0.561,0.883,0.613,0.007,0.147,0.285,0.588
0.132,0.899,0.865,0.662,0.426,0.61,0.978
0.134,0.129,0.759,0.651,0.131,0.208,0.234
0.984,0.211,0.989,0.463,0.902,0.381,0.653
0.537,0.926,0.088,0.875,0.199,0.381,0.163
0.745,0.282,0.701,0.139,0.558,0.27,0.662
0.971,0.109,0.974,0.64,0.251,0.338,0.753
0.275,0.164,0.873,0.736,0.649,0.002,0.245
0.066,0.296,0.748,0.606,0.505,0.816,0.014
0.035,0.373,0.533,0.713,0.106,0.068,0.045
0.029,0.698,0.648,0.251,0.851,0.2,0.777
0.065,0.678,0.57,0.269,0.05,0.825,0.779
0.624,0.038,0.312,0.748,0.568,0.677,0.517
0.629,0.209,0.349,0.88,0.623,0.121,0.71
0.524,0.66,0.272,0.74,0.204,0.482,0.855
0.452,0.178,0.411,0.511,0.959,0.084,0.447
0.613,0.217,0.794,0.043,0.759,0.084,0.93
0.599,0.622,0.583,0.804,0.78,0.993,0.866
0.071,0.622,0.514,0.35,0.43,0.647,0.343
0.832,0.763,0.938,0.666,0.056,0.41,0.746
0.556,0.332,0.836,0.547,0.494,0.465,0.8
0.521,0.509,0.67,0.382,0.984,0.849,0.128
0.708,0.148,0.547,0.183,0.747,0.597,0.33
0.495,0.247,0.619,0.597,0.932,0.751,0.335
0.72,0.308,0.894,0.617,0.947,0.515,0.954
0.272,0.59,0.761,0.091,0.562,0.886,0.686
0.903,0.816,0.066,0.514,0.777,0.404,0.172
0.772,0.508,0.246,0.806,0.096,0.807,0.668
0.417,0.887,0.866,0.551,0.984,0.341,0.009
0.292,0.075,0.716,0.24,0.472,0.108,0.468
0.183,0.624,0.08,0.581,0.713,0.083,0.32
0.453,0.745,0.285,0.047,0.787,0.711,0.623
0.605,0.193,0.738,0.258,0.274,0.729,0.47
0.97,0.276,0.001,0.771,0.784,0.24,0.51
0.445,0.738,0.834,0.98,0.79,0.241,0.019
0.948,0.284,0.373,0.809,0.898,0.266,0.427
0.787,0.483,0.579,0.571,0.685,0.483,0.576
0.694,0.026,0.921,0.131,0.126,0.985,0.781
0.293,0.369,0.35,0.405,0.39,0.69,0.211
0.184,0.641,0.86,0.743,0.784,0.305,0.963
0.401,0.33,0.037,0.267,0.462,0.408,0.267
0.149,0.683,0.663,0.8,0.553,0.075,0.417
0.413,0.853,0.09,0.033,0.607,0.625,0.625
0.485,0.495,0.916,0.629,0.291,0.1,0.247
0.329,0.042,0.125,0.353,0.697,0.645,0.681
0.703,0.073,0.926,0.671,0.856,0.653,0.144
0.94,0.145,0.758,0.562,0.426,0.79,0.921
0.13,0.8,0.904,0.7,0.705,0.484,0.027
0.496,0.94,0.899,0.243,0.92,0.77,0.074
0.221,0.76,0.847,0.091,0.123,0.513,0.302
0.542,0.422,0.822,0.676,0.889,0.072,0.81
0.179,0.742,0.712,0.262,0.874,0.821,0.016
0.73,0.357,0.435,0.343,0.205,0.222,0.317
0.974,0.242,0.189,0.84,0.103,0.793,0.448
0.488,0.358,0.515,0.5,0.991,0.598,0.642
0.648,0.056,0.059,0.26,0.369,0.588,0.931
0.997,0.76,0.909,0.017,0.689,0.917,0.929
0.898,0.585,0.606,0.919,0.87,0.451,0.604
0.187,0.127,0.862,0.146,0.308,0.828,0.723
0.231,0.118,0.969,0.871,0.973,0.15,0.728
0.445,0.859,0.438,0.958,0.402,0.742,0.111
0.911,0.252,0.72,0.047,0.312,0.404,0.445
0.936,0.868,0.909,0.458,0.4,0.457,0.384
0.778,0.033,0.683,0.085,0.044,0.28,0.234
0.786,0.745,0.558,0.002,0.282,0.134,0.004
0.392,0.243,0.506,0.643,0.744,0.781,0.774
0.77,0.912,0.033,0.847,0.908,0.161,0.545
0.314,0.767,0.161,0.229,0.067,0.052,0.007
0.67,0.807,0.441,0.828,0.945,0.311,0.861
0.612,0.045,0.841,0.423,0.006,0.752,0.427
0.696,0.526,0.198,0.857,0.475,0.521,0.386
0.456,0.715,0.298,0.926,0.473,0.858,0.152
0.995,0.943,0.478,0.551,0.338,0.418,0.061
0.457,0.785,0.89,0.689,0.217,0.056,0.407
0.38,0.895,0.913,0.874,0.127,0.455,0.709
0.062,0.973,0.697,0.316,0.255,0.388,0.421
0.512,0.956,0.45,0.642,0.426,0.458,0.633
0.93,0.429,0.68,0.838,0.502,0.923,0.591
0.695,0.618,0.544,0.27,0.688,0.939,0.775
0.727,0.676,0.179,0.721,0.777,0.536,0.806
0.056,0.696,0.893,0.082,0.805,0.554,0.04
0.564,0.352,0.225,0.359,0.969,0.699,0.426
0.659,0.378,0.231,0.28,0.088,0.307,0.575
0.219,0.509,0.964,0.39,0.419,0.408,0.791
0.101,0.781,0.472,0.967,0.644,0.609,0.842
0.244,0.695,0.216,0.207,0.907,0.858,0.553
0.734,0.26,0.378,0.143,0.564,0.174,0.588
0.218,0.695,0.338,0.558,0.9,0.053,0.498
0.968,0.264,0.558,0.77,0.117,0.075,0.45
0.303,0.868,0.033,0.555,0.34,0.294,0.78
0.028,0.988,0.561,0.114,0.098,0.974,0.735
0.665,0.426,0.346,0.682,0.148,0.911,0.039
0.852,0.25,0.355,0.036,0.668,0.93,0.004
0.952,0.227,0.976,0.303,0.891,0.259,0.212
0.871,0.963,0.561,0.044,0.014,0.51,0.139
0.056,0.198,0.224,0.715,0.788,0.93,0.368
0.752,0.659,0.517,0.761,0.742,0.946,0.242
0.972,0.618,0.561,0.353,0.517,0.661,0.77
0.824,0.332,0.908,0.06,0.586,0.366,0.537
0.002,0.989,0.218,0.136,0.239,0.79,0.075
0.934,0.206,0.631,0.664,0.069,0.362,0.694
0.39,0.541,0.172,0.42,0.89,0.231,0.324
0.184,0.859,0.461,0.71,0.369,0.798,0.653
0.942,0.6,0.175,0.915,0.482,0.15,0.669
0.541,0.069,0.522,0.587,0.223,0.219,0.295
0.32,0.552,0.166,0.293,0.831,0.335,0.759
0.772,0.397,0.546,0.934,0.725,0.972,0.963
0.382,0.584,0.108,0.473,0.911,0.153,0.827
0.639,0.846,0.621,0.551,0.891,0.846,0.101
0.463,0.698,0.468,0.846,0.787,0.514,0.35
0.475,0.886,0.081,0.644,0.79,0.973,0.565
0.015,0.493,0.692,0.557,0.529,0.377,0.371
0.315,0.511,0.736,0.681,0.742,0.632,0.941
0.016,0.754,0.244,0.862,0.202,0.646,0.11
0.674,0.935,0.685,0.857,0.576,0.158,0.612
0.622,0.917,0.021,0.138,0.163,0.99,0.143
0.695,0.371,0.915,0.808,0.149,0.1,0.599
0.13,0.73,0.333,0.397,0.687,0.292,0.343
0.533,0.474,0.144,0.483,0.055,0.116,0.006
0.52,0.629,0.722,0.819,0.911,0.048,0.148
0.358,0.774,0.147,0.929,0.951,0.231,0.214
0.293,0.483,0.076,0.325,0.246,0.186,0.161
0.076,0.839,0.791,0.764,0.137,0.665,0.702
0.586,0.911,0.04,0.496,0.317,0.506,0.071
0.474,0.241,0.387,0.308,0.013,0.338,0.701
0.035,0.832,0.62,0.062,0.576,0.175,0.162
0.11,0.518,0.15,0.709,0.358,0.445,0.999
0.983,0.978,0.402,0.262,0.734,0.71,0.846
0.83,0.011,0.085,0.12,0.943,0.046,0.817
0.748,0.975,0.331,0.38,0.211,0.9,0.89
0.308,0.642,0.875,0.667,0.17,0.454,0.983
0.044,0.328,0.481,0.889,0.524,0.501,0.29
0.553,0.166,0.409,0.612,0.289,0.594,0.282
0.608,0.798,0.134,0.762,0.221,0.739,0.985
0.889,0.546,0.902,0.265,0.136,0.708,0.189
0.199,0.366,0.749,0.428,0.261,0.979,0.051
0.921,0.012,0.644,0.968,0.931,0.725,0.09
0.2,0.745,0.548,0.874,0.395,0.581,0.613
0.155,0.911,0.243,0.605,0.433,0.898,0.628
0.294,0.671,0.981,0.232,0.622,0.983,0.667
0.619,0.653,0.083,0.752,0.374,0.004,0.628
0.799,0.703,0.454,0.579,0.97,0.441,0.134
0.939,0.632,0.21,0.613,0.398,0.945,0.29
0.175,0.343,0.177,0.452,0.63,0.125,0.115
0.102,0.583,0.341,0.016,0.591,0.365,0.521
0.301,0.673,0.369,0.813,0.972,0.446,0.472
0.796,0.14,0.547,0.926,0.559,0.818,0.334
0.69,0.584,0.631,0.708,0.376,0.611,0.417
0.642,0.463,0.866,0.62,0.253,0.133,0.318
0.186,0.056,0.248,0.901,0.265,0.654,0.338
0.581,0.633,0.941,0.721,0.827,0.111,0.798
0.658,0.616,0.402,0.302,0.885,0.27,0.043
0.984,0.497,0.433,0.792,0.894,0.699,0.873
0.828,0.187,0.151,0.582,0.192,0.244,0.387
0.076,0.805,0.963,0.394,0.616,0.066,0.646
0.655,0.33,0.693,0.941,0.613,0.964,0.9
0.108,0.171,0.355,0.327,0.652,0.813,0.233
0.677,0.425,0.563,0.673,0.594,0.106,0.477
0.905,0.764,0.451,0.786,0.48,0.453,0.048
0.342,0.218,0.417,0.242,0.209,0.224,0.801
0.722,0.263,0.567,0.806,0.015,0.114,0.68
0.205,0.295,0.338,0.278,0.725,0.175,0.249
0.716,0.955,0.011,0.64,0.26,0.49,0.986
0.892,0.369,0.31,0.284,0.529,0.933,0.88
0.74,0.328,0.442,0.535,0.731,0.04,0.687
0.262,0.825,0.397,0.602,1,0.769,0.524
0.933,0.857,0.029,0.644,0.821,0.274,0.179
0.3,0.197,0.977,0.818,0.595,0.545,0.42
0.421,0.514,0.011,0.943,0.206,0.024,0.812
0.764,0.869,0.666,0.535,0.824,0.63,0.694
0.694,0.831,0.577,0.187,0.558,0.187,0.399
0.442,0.49,0.613,0.771,0.057,0.288,0.86
0.134,0.712,0.512,0.018,0.23,0.489,0.509
0.086,0.599,0.336,0.432,0.37,0.26,0.995
0.453,0.863,0.126,0.053,0.393,0.842,0.602
0.478,0.755,0.102,0.795,0.59,0.559,0.38
0.49,0.456,0.907,0.454,0.462,0.439,0.48
0.358,0.38,0.082,0.302,0.046,0.002,0.578
0.556,0.051,0.879,0.899,0.633,0.819,0.601
0.307,0.815,0.202,0.697,0.402,0.793,0.892
0.736,0.374,0.954,0.097,0.527,0.985,0.737
0.895,0.765,0.397,0.543,0.604,0.444,0.094
0.905,0.774,0.531,0.748,0.758,0.23,0.25
0.642,0.305,0.635,0.979,0.203,0.565,0.024
0.39,0.899,0.314,0.007,0.513,0.091,0.004
0.625,0.82,0.228,0.345,0.333,0.675,0.493
0.136,0.29,0.333,0.794,0.247,0.107,0.2
0.647,0.013,0.619,0.906,0.24,0.804,0.341
0.849,0.433,0.255,0.898,0.138,0.202,0.294
0.976,0.117,0.061,0.161,0.995,0.864,0.04
0.642,0.572,0.6,0.523,0.55,0.566,0.276
0.829,0.253,0.677,0.953,0.657,0.669,0.356
0.116,0.395,0.471,0.927,0.542,0.495,0.368
0.139,0.007,0.381,0.264,0.246,0.187,0.829
0.608,0.079,0.032,0.851,0.267,0.39,0.924
0.426,0.579,0.413,0.738,0.742,0.787,0.031
0.573,0.998,0.308,0.564,0.887,0.032,0.488
0.475,0.219,0.586,0.881,0.253,0.406,0.866
0.704,0.306,0.101,0.346,0.792,0.781,0.469
0.507,0.127,0.158,0.591,0.889,0.515,0.524
0.126,0.546,0.935,0.386,0.904,0.026,0.402
0.889,0.519,0.77,0.52,0.204,0.943,0.088
0.113,0.66,0.21,0.065,0.137,0.214,0.398
